Mod:Item:MetaData, Localized Name
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉控制器
storagedrawers:controllerslave, 控制器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 镶框台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
theaurorian:absorptionorb, 修损宝珠
theaurorian:darkamulet, 暗黑护符
theaurorian:keeperamulet, 地牢守卫护身符
theaurorian:aurorianbacon, 极光培根
theaurorian:auroriancoal, 极光煤炭
theaurorian:auroriancoalnugget, 极光煤炭粒
theaurorian:aurorianiteaxe, 极光斧
theaurorian:aurorianitepickaxe, 极光镐
theaurorian:aurorianitesword, 极光剑
theaurorian:aurorianpork, 生极光猪排
theaurorian:aurorianporkcooked, 熟极光猪排
theaurorian:aurorianslimeball, 极光粘液球
theaurorian:aurorianslimeboots, 极光粘液靴子
theaurorian:auroriansteelboots, 极光钢靴子
theaurorian:auroriansteelchestplate, 极光钢胸甲
theaurorian:auroriansteelhelmet, 极光钢头盔
theaurorian:auroriansteelleggings, 极光钢护腿
theaurorian:auroriansteelaxe, 极光钢斧
theaurorian:auroriansteelhoe, 极光钢锄
theaurorian:auroriansteelnugget, 极光钢粒
theaurorian:auroriansteelpickaxe, 极光钢镐
theaurorian:auroriansteelshovel, 极光钢锹
theaurorian:auroriansteelsword, 极光钢剑
theaurorian:aurorianstoneaxe, 极光石斧
theaurorian:aurorianstonehoe, 极光石锄
theaurorian:aurorianstonepickaxe, 极光石镐
theaurorian:aurorianstoneshovel, 极光石锹
theaurorian:aurorianstonesickle, 极光石镰
theaurorian:aurorianstonesword, 极光石剑
theaurorian:bepsi, 旦事可乐
theaurorian:ceruleanboots, 晶蓝靴子
theaurorian:ceruleanchestplate, 晶蓝胸甲
theaurorian:ceruleanhelmet, 晶蓝头盔
theaurorian:ceruleanleggings, 晶蓝护腿
theaurorian:ceruleanarrow, 晶蓝箭
theaurorian:ceruleanbucket, 晶蓝桶
theaurorian:ceruleannugget, 晶蓝粒
theaurorian:ceruleanshield, 晶蓝盾牌
theaurorian:crystalarrow, 水晶箭
theaurorian:crystallinepickaxe, 月凝晶镐
theaurorian:crystallineshield, 月凝晶盾牌
theaurorian:crystallinesprite, item.theaurorian.crystallinesprite.name
theaurorian:crystallinesword, 月凝晶剑
theaurorian:cup, 杯子
theaurorian:debugger, 调试器
theaurorian:aurorianiteingot, 极光锭
theaurorian:auroriansteel, 极光钢锭
theaurorian:ceruleaningot, 晶蓝锭
theaurorian:crystallineingot, 月凝晶锭
theaurorian:moonstoneingot, 皎月石锭
theaurorian:umbraingot, 本影锭
theaurorian:keepersbow, 守卫之弓
theaurorian:darkstonekey, 暗石钥匙
theaurorian:moontemplekey, 月宫钥匙
theaurorian:moontemplecellkey, 月宫内室钥匙
theaurorian:runestonekey, 符石钥匙
theaurorian:runestonelootkey, 符石宝藏钥匙
theaurorian:knightboots, 骑士靴子
theaurorian:knightchestplate, 骑士胸甲
theaurorian:knighthelmet, 骑士头盔
theaurorian:knightleggings, 骑士护腿
theaurorian:lavender, 薰衣草
theaurorian:lavenderbread, 薰衣草面包
theaurorian:livingdiviningrod, 生体卜窥权杖
theaurorian:locator, 地牢定位器
theaurorian:lockpicks, 开锁器
theaurorian:moonshield, 皎月之盾
theaurorian:moonstoneaxe, 皎月石斧
theaurorian:moonstonehoe, 皎月石锄
theaurorian:moonstonenugget, 皎月石粒
theaurorian:moonstonepickaxe, 皎月石镐
theaurorian:moonstoneshield, 皎月石盾牌
theaurorian:moonstoneshovel, 皎月石锹
theaurorian:moonstonesickle, 皎月石镰
theaurorian:moonstonesword, 皎月石剑
theaurorian:moontemplecellkeyfragment, 月宫内室钥匙碎片
theaurorian:plantfiber, 植物纤维
theaurorian:queenschipper, 女王之削片镐
theaurorian:scrapaurorianite, 极光碎片
theaurorian:scrapcrystalline, 月凝晶碎片
theaurorian:scrapumbra, 本影碎片
theaurorian:lavenderseeds, 薰衣草籽
theaurorian:silentwoodaxe, 谧木斧
theaurorian:silentwoodbow, 谧木弓
theaurorian:silentwoodhoe, 谧木锄
theaurorian:silentwoodpickaxe, 谧木镐
theaurorian:silentwoodshovel, 谧木锹
theaurorian:silentwoodsickle, 谧木镰
theaurorian:silentwoodstick, 谧木棍
theaurorian:silentwoodsword, 谧木剑
theaurorian:silkberry, 桑葚
theaurorian:silkberryjam, 桑葚酱
theaurorian:silkberryjamsandwich, 桑葚酱三明治
theaurorian:silkshroomstew, 桑葚煲
theaurorian:soullessflesh, 魂灭之肉
theaurorian:spectralsilk, 幽冥丝绸
theaurorian:spectralboots, 幽冥靴子
theaurorian:spectralchestplate, 幽冥胸甲
theaurorian:spectralhelmet, 幽冥头盔
theaurorian:spectralleggings, 幽冥护腿
theaurorian:spikedchestplate, 尖钉胸甲
theaurorian:stickyspiker, 粘性尖钉
theaurorian:strangemeat, 怪异的肉
theaurorian:tealavender, 薰衣草茶
theaurorian:teapetunia, 牵牛花茶
theaurorian:teaseedy, 薰衣草籽茶
theaurorian:teasilkberry, 桑葚茶
theaurorian:trophykeeper, 符石地牢守卫奖励
theaurorian:trophymoonqueen, 皎月女王奖励
theaurorian:trophyspider, 蛛母奖励
theaurorian:umbrapickaxe, 本影镐
theaurorian:umbrashield, 本影盾牌
theaurorian:umbrasword, 本影剑
theaurorian:webbing, item.theaurorian.webbing.name
theaurorian:weepingwillowsap, 垂柳木树液
theaurorian:auroriancobblestone, 极光圆石
theaurorian:auroriancobblestonestairs, 极光圆石楼梯
theaurorian:auroriandirt, 极光泥土
theaurorian:aurorianfarmtile, 极光农砖
theaurorian:aurorianfurnacechimney, 极光熔炉孔道
theaurorian:aurorianfurnace, 极光熔炉
theaurorian:aurorianfurnacelit, tile.theaurorian.aurorianfurnacelit.name
theaurorian:auroriangrass, 极光草
theaurorian:auroriangrasslight, 发光极光草
theaurorian:aurorianportal, tile.theaurorian.aurorianportal.name
theaurorian:aurorianportalframebricks, 极光传送门框架
theaurorian:aurorianstone, 极光石
theaurorian:aurorianstonebrick, 极光石砖
theaurorian:aurorianstonestairs, 极光石砖楼梯
theaurorian:bossspawnerkeeper, 生成 符石守卫
theaurorian:bossspawnermoonqueen, 生成 皎月女王
theaurorian:bossspawnerspider, 生成 蛛母
theaurorian:crystal, 水晶
theaurorian:darkstonebricks, 暗石砖块
theaurorian:darkstonefancy, 装饰性暗石
theaurorian:darkstonegate, 暗石门
theaurorian:darkstonegatekeyhole, 暗石门锁孔
theaurorian:darkstonelamp, 暗石灯
theaurorian:darkstonelayers, 暗石地层
theaurorian:darkstonestairs, 暗石楼梯
theaurorian:moontemplebricks, 月宫砖块
theaurorian:moontemplebars, 月宫栏杆
theaurorian:moontemplegate, 月宫门
theaurorian:moontemplecellgate, 月宫内室门
theaurorian:moontemplegatekeyhole, 月宫门锁孔
theaurorian:moontemplecellgatekeyhole, 月宫内室门锁孔
theaurorian:moontemplelamp, 月宫灯
theaurorian:moontemplebrickssmooth, 平滑月宫砖块
theaurorian:moontemplestairs, 月宫楼梯
theaurorian:runestone, 符石
theaurorian:runestonebars, 符石栏杆
theaurorian:runestonegate, 符石门
theaurorian:runestonegatekeyhole, 符石门锁孔
theaurorian:runestonelootgatekeyhole, 符石宝藏室门锁孔
theaurorian:runestonelootgate, 符石宝藏室门
theaurorian:runestonelamp, 符石灯
theaurorian:runestonesmooth, 平滑符石
theaurorian:runestonestairs, 符石楼梯
theaurorian:tamoltencerulean, tile.tamoltencerulean.name
theaurorian:tamoltenmoonstone, tile.tamoltenmoonstone.name
theaurorian:tamoltenauroriansteel, tile.tamoltenauroriansteel.name
theaurorian:tamoonwater, 月露
theaurorian:aurorianglass, 极光玻璃
theaurorian:moonglass, 皎月玻璃
theaurorian:aurorianglasspane, 极光玻璃板
theaurorian:moonglasspane, 皎月玻璃板
theaurorian:auroriansteelblock, 极光钢块
theaurorian:ceruleanblock, 晶蓝块
theaurorian:auroriancoalblock, 极光煤炭块
theaurorian:moonstoneblock, 皎月石块
theaurorian:moongem, 皎月宝石
theaurorian:moonlightforge, 月光融锻台
theaurorian:moonsand, 皎月沙
theaurorian:moontorch, 皎月火把
theaurorian:mushroom, 深蓝蘑菇
theaurorian:mushroomcrystal, 蘑菇水晶
theaurorian:mushroomsmall, 深蓝蘑菇
theaurorian:mushroomstem, 深蓝蘑菇茎
theaurorian:mysticalbarrier, 神秘屏障
theaurorian:auroriancoalore, 极光煤矿石
theaurorian:ceruleanore, 晶蓝矿石
theaurorian:geodeore, 晶簇矿石
theaurorian:moonstoneore, 皎月石矿石
theaurorian:aurorianperidotite, 极光橄榄岩
theaurorian:aurorianperidotitesmooth, 平滑极光橄榄岩
theaurorian:aurorianperidotitesmoothstairs, 平滑橄榄岩楼梯
theaurorian:lavenderplant, 薰衣草
theaurorian:lavendercrop, tile.theaurorian.lavendercrop.name
theaurorian:petuniaplant, 牵牛花
theaurorian:silentwoodsapling, 谧木树苗
theaurorian:silkberryplant, 桑葚植株
theaurorian:silkberrycrop, tile.theaurorian.silkberrycrop.name
theaurorian:auroriantallgrass, 极光高草丛
theaurorian:auroriantallgrasslight, 发光极光高草丛
theaurorian:scrapper, 粉碎器
theaurorian:silentwoodchest, 谧木箱子
theaurorian:silentwoodladder, 谧木梯子
theaurorian:silentwoodleaves, 谧木树叶
theaurorian:silentwoodlog, 谧木
theaurorian:silentwoodplanks, 谧木木板
theaurorian:silentwoodstairs, 谧木楼梯
theaurorian:silentwoodtorch, 谧木火把
theaurorian:silentwoodcraftingtable, 谧木工作台
theaurorian:umbrastone, 本影石
theaurorian:umbrastonecracked, 裂纹本影石
theaurorian:umbrastonerooftiles, 本影石瓦
theaurorian:umbrastoneroofstairs, 本影石瓦楼梯
theaurorian:urn, 瓮
theaurorian:weepingwillowleaves, 垂柳木树叶
theaurorian:weepingwillowlog, 垂柳木
theaurorian:weepingwillowplanks, 垂柳木木板
theaurorian:weepingwillowplanksstairs, 垂柳木楼梯
theaurorian:weepingwillowsapling, 垂柳树苗
volumetricflask:volumetric_flask_16, 量瓶
volumetricflask:volumetric_flask_32, 量瓶
volumetricflask:volumetric_flask_18, 量瓶
volumetricflask:volumetric_flask_36, 量瓶
volumetricflask:volumetric_flask_72, 量瓶
volumetricflask:volumetric_flask_144, 量瓶
volumetricflask:volumetric_flask_100, 量瓶
volumetricflask:volumetric_flask_1000, 量瓶
volumetricflask:volumetric_flask_50, 量瓶
volumetricflask:volumetric_flask_250, 量瓶
volumetricflask:volumetric_flask_2000, 量瓶
volumetricflask:volumetric_flask_4000, 量瓶
volumetricflask:volumetric_flask_8000, 量瓶
volumetricflask:volumetric_flask_16000, 量瓶
volumetricflask:volumetric_flask_32000, 量瓶
volumetricflask:volumetric_flask_64000, 量瓶
volumetricflask:volumetric_flask_33, 量瓶
volumetricflask:volumetric_flask_133, 量瓶
volumetricflask:volumetric_flask_300, 量瓶
volumetricflask:part_o_interface, 容量接口
volumetricflask:o_interface, 容量接口
volumetricflask:buffer, 缓冲器
volumetricflask:filler, 填充器
researchtable:table, 研究台
actuallyadditions:block_canola_oil, 菜籽油
actuallyadditions:block_refined_canola_oil, 精制菜籽油
actuallyadditions:block_crystal_oil, 晶化油
actuallyadditions:block_empowered_oil, 充能油
actuallyadditions:block_crystal_cluster_redstone, 红色晶簇
actuallyadditions:block_crystal_cluster_lapis, 蓝色晶簇
actuallyadditions:block_crystal_cluster_diamond, 淡蓝色晶簇
actuallyadditions:block_crystal_cluster_coal, 黑色晶簇
actuallyadditions:block_crystal_cluster_emerald, 绿色晶簇
actuallyadditions:block_crystal_cluster_iron, 白色晶簇
actuallyadditions:block_battery_box, 电池盒
actuallyadditions:block_item_viewer_hopping, 漏斗型物品传输接口
actuallyadditions:block_farmer, 农场
actuallyadditions:block_bio_reactor, 生物反应器
actuallyadditions:block_empowerer, 充能台
actuallyadditions:block_tiny_torch, 微型火把
actuallyadditions:block_shock_suppressor, 震波吸收器
actuallyadditions:block_display_stand, 物品展示台
actuallyadditions:block_player_interface, 玩家接口
actuallyadditions:block_item_viewer, 物品传输接口
actuallyadditions:block_firework_box, 烟花发射器
actuallyadditions:block_miner, 垂直挖矿机
actuallyadditions:block_atomic_reconstructor, 原子再构机
actuallyadditions:block_crystal:0, 红石水晶块
actuallyadditions:block_crystal:1, 青金石水晶块
actuallyadditions:block_crystal:2, 钻石水晶块
actuallyadditions:block_crystal:3, 煤晶块
actuallyadditions:block_crystal:4, 绿宝石水晶块
actuallyadditions:block_crystal:5, 铁晶块
actuallyadditions:block_crystal_empowered:0, 充能红石水晶块
actuallyadditions:block_crystal_empowered:1, 充能青金石水晶块
actuallyadditions:block_crystal_empowered:2, 充能钻石水晶块
actuallyadditions:block_crystal_empowered:3, 充能煤晶块
actuallyadditions:block_crystal_empowered:4, 充能绿宝石水晶块
actuallyadditions:block_crystal_empowered:5, 充能铁晶块
actuallyadditions:block_black_lotus, 黑莲花
actuallyadditions:block_laser_relay, 能量激光中继器
actuallyadditions:block_laser_relay_advanced, 高级能量激光中继器
actuallyadditions:block_laser_relay_extreme, 超级能量激光中继器
actuallyadditions:block_laser_relay_fluids, 流体激光中继器
actuallyadditions:block_laser_relay_item, 物品激光中继器
actuallyadditions:block_laser_relay_item_whitelist, 高级物品激光中继器
actuallyadditions:block_ranged_collector, 物品收集器
actuallyadditions:block_directional_breaker, 长距离方块破坏器
actuallyadditions:block_leaf_generator, 咀叶发电机
actuallyadditions:block_smiley_cloud, 微笑云朵
actuallyadditions:block_xp_solidifier, 经验固化器
actuallyadditions:block_testifi_bucks_green_wall, 装饰用绿色石英方块
actuallyadditions:block_testifi_bucks_white_wall, 装饰用石英
actuallyadditions:block_testifi_bucks_green_stairs, 装饰用绿色石英楼梯
actuallyadditions:block_testifi_bucks_white_stairs, 装饰用石英楼梯
actuallyadditions:block_testifi_bucks_green_slab, 装饰用绿色石英台阶
actuallyadditions:block_testifi_bucks_white_slab, 装饰用石英台阶
actuallyadditions:block_testifi_bucks_green_fence, 装饰用绿色石英围墙
actuallyadditions:block_testifi_bucks_white_fence, 装饰用石英围墙
actuallyadditions:block_colored_lamp:0, 白色灯具
actuallyadditions:block_colored_lamp:1, 橙色灯具
actuallyadditions:block_colored_lamp:2, 品红色灯具
actuallyadditions:block_colored_lamp:3, 淡蓝色灯具
actuallyadditions:block_colored_lamp:4, 黄色灯具
actuallyadditions:block_colored_lamp:5, 黄绿色灯具
actuallyadditions:block_colored_lamp:6, 粉红色灯具
actuallyadditions:block_colored_lamp:7, 灰色灯具
actuallyadditions:block_colored_lamp:8, 淡灰色灯具
actuallyadditions:block_colored_lamp:9, 青色灯具
actuallyadditions:block_colored_lamp:10, 紫色灯具
actuallyadditions:block_colored_lamp:11, 蓝色灯具
actuallyadditions:block_colored_lamp:12, 棕色灯具
actuallyadditions:block_colored_lamp:13, 绿色灯具
actuallyadditions:block_colored_lamp:14, 红色灯具
actuallyadditions:block_colored_lamp:15, 黑色灯具
actuallyadditions:block_colored_lamp_on:0, 白色灯具 (开启)
actuallyadditions:block_colored_lamp_on:1, 橙色灯具 (开启)
actuallyadditions:block_colored_lamp_on:2, 品红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:3, 淡蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:4, 黄色灯具 (开启)
actuallyadditions:block_colored_lamp_on:5, 黄绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:6, 粉红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:7, 灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:8, 淡灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:9, 青色灯具 (开启)
actuallyadditions:block_colored_lamp_on:10, 紫色灯具 (开启)
actuallyadditions:block_colored_lamp_on:11, 蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:12, 棕色灯具 (开启)
actuallyadditions:block_colored_lamp_on:13, 绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:14, 红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:15, 黑色灯具 (开启)
actuallyadditions:block_lamp_powerer, 灯具控制器
actuallyadditions:block_treasure_chest, 藏宝箱
actuallyadditions:block_energizer, 充能站
actuallyadditions:block_enervator, 释能站
actuallyadditions:block_lava_factory_controller, 熔岩工厂控制器
actuallyadditions:block_canola_press, 油菜压榨机
actuallyadditions:block_phantomface, 幻灵接口
actuallyadditions:block_phantom_placer, 幻灵方块放置器
actuallyadditions:block_phantom_liquiface, 幻灵流体接口
actuallyadditions:block_phantom_energyface, 幻灵能量接口
actuallyadditions:block_phantom_redstoneface, 幻灵红石接口
actuallyadditions:block_phantom_breaker, 幻灵方块破坏器
actuallyadditions:block_coal_generator, 煤炭发电机
actuallyadditions:block_oil_generator, 原油发电机
actuallyadditions:block_fermenting_barrel, 发酵桶
actuallyadditions:block_rice, 水稻
actuallyadditions:block_canola, 油菜
actuallyadditions:block_flax, 亚麻
actuallyadditions:block_coffee, 咖啡
actuallyadditions:block_compost, 堆肥机
actuallyadditions:block_misc:0, 焦黑石英柱
actuallyadditions:block_misc:1, 錾制焦黑石英
actuallyadditions:block_misc:2, 焦黑石英块
actuallyadditions:block_misc:3, 焦黑石英矿石
actuallyadditions:block_misc:4, 木质外壳
actuallyadditions:block_misc:5, 木炭块
actuallyadditions:block_misc:6, 末影珍珠块
actuallyadditions:block_misc:7, 熔岩工厂外墙
actuallyadditions:block_misc:8, 末影外壳
actuallyadditions:block_misc:9, 铁制外壳
actuallyadditions:block_feeder, 自动饲育机
actuallyadditions:block_giant_chest, 小型板条箱
actuallyadditions:block_giant_chest_medium, 中型板条箱
actuallyadditions:block_giant_chest_large, 大型板条箱
actuallyadditions:block_grinder, 磨粉机
actuallyadditions:block_grinder_double, 两仓磨粉机
actuallyadditions:block_furnace_double, 两仓熔炉
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, 高级ESD
actuallyadditions:block_fishing_net, 渔网
actuallyadditions:block_furnace_solar, 太阳能板
actuallyadditions:block_heat_collector, 热能发电机
actuallyadditions:block_item_repairer, 物品修理机
actuallyadditions:block_greenhouse_glass, 温室玻璃
actuallyadditions:block_breaker, 方块破坏器
actuallyadditions:block_placer, 方块放置器
actuallyadditions:block_dropper, 自动精准投掷器
actuallyadditions:block_fluid_placer, 流体成型器
actuallyadditions:block_fluid_collector, 流体吸收器
actuallyadditions:block_coffee_machine, 咖啡制造机
actuallyadditions:block_phantom_booster, 幻灵增幅器
actuallyadditions:block_wild:0, 野生油菜
actuallyadditions:block_wild:1, 野生亚麻
actuallyadditions:block_wild:2, 野生水稻
actuallyadditions:block_wild:3, 野生咖啡
actuallyadditions:block_quartz_wall, 焦黑石英围墙
actuallyadditions:block_chiseled_quartz_wall, 錾制焦黑石英围墙
actuallyadditions:block_pillar_quartz_wall, 焦黑石英柱围墙
actuallyadditions:block_quartz_stair, 焦黑石英楼梯
actuallyadditions:block_chiseled_quartz_stair, 錾制焦黑石英楼梯
actuallyadditions:block_pillar_quartz_stair, 焦黑石英柱楼梯
actuallyadditions:block_quartz_slab, 焦黑石英台阶
actuallyadditions:block_chiseled_quartz_slab, 錾制焦黑石英台阶
actuallyadditions:block_pillar_quartz_slab, 焦黑石英柱台阶
actuallyadditions:item_crystal_shard:0, 红色水晶碎片
actuallyadditions:item_crystal_shard:1, 蓝色水晶碎片
actuallyadditions:item_crystal_shard:2, 淡蓝色水晶碎片
actuallyadditions:item_crystal_shard:3, 黑色水晶碎片
actuallyadditions:item_crystal_shard:4, 绿色水晶碎片
actuallyadditions:item_crystal_shard:5, 白色水晶碎片
actuallyadditions:item_engineer_goggles_advanced, 工程师红外眼镜
actuallyadditions:item_engineer_goggles, 工程师护目镜
actuallyadditions:item_laser_upgrade_range, 激光中继器：范围
actuallyadditions:item_laser_upgrade_invisibility, 激光中继器：隐形
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_bag, 麻袋
actuallyadditions:item_void_bag, 虚空麻袋
actuallyadditions:item_worm, 蚯蚓
actuallyadditions:item_player_probe, 玩家探测器
actuallyadditions:item_filter, 物品过滤器
actuallyadditions:item_water_bowl, 装水的碗
actuallyadditions:item_spawner_changer, 刷怪箱控制工具
actuallyadditions:item_misc:0, 纸杯
actuallyadditions:item_misc:1, 捣碎的食物
actuallyadditions:item_misc:2, 刀刃
actuallyadditions:item_misc:3, 刀柄
actuallyadditions:item_misc:4, 面团
actuallyadditions:item_misc:5, 焦黑石英
actuallyadditions:item_misc:6, 普通指环
actuallyadditions:item_misc:7, 基础线圈
actuallyadditions:item_misc:8, 高级线圈
actuallyadditions:item_misc:9, 大米面团
actuallyadditions:item_misc:10, 小块煤炭
actuallyadditions:item_misc:11, 小块木炭
actuallyadditions:item_misc:12, 浆糊球
actuallyadditions:item_misc:13, 油菜
actuallyadditions:item_misc:14, 空杯子
actuallyadditions:item_misc:15, 蝙蝠之翼
actuallyadditions:item_misc:16, 钻头核心
actuallyadditions:item_misc:17, 黑色染料
actuallyadditions:item_misc:18, 透镜
actuallyadditions:item_misc:19, 末影之星
actuallyadditions:item_misc:20, 刷怪箱碎片
actuallyadditions:item_misc:21, 生物质
actuallyadditions:item_misc:22, 生物燃料
actuallyadditions:item_misc:23, 晶化油菜种子
actuallyadditions:item_misc:24, 充能油菜种子
actuallyadditions:item_crate_keeper, 板条箱守护徽章
actuallyadditions:item_color_lens, 斑斓透镜
actuallyadditions:item_explosion_lens, 爆破透镜
actuallyadditions:item_damage_lens, 死亡透镜
actuallyadditions:item_more_damage_lens, 杀手透镜
actuallyadditions:item_disenchanting_lens, 祛魔透镜
actuallyadditions:item_mining_lens, 矿工透镜
actuallyadditions:item_crystal:0, 红石水晶
actuallyadditions:item_crystal:1, 青金石水晶
actuallyadditions:item_crystal:2, 钻石水晶
actuallyadditions:item_crystal:3, 煤晶
actuallyadditions:item_crystal:4, 绿宝石水晶
actuallyadditions:item_crystal:5, 铁晶
actuallyadditions:item_crystal_empowered:0, 充能红石水晶
actuallyadditions:item_crystal_empowered:1, 充能青金石水晶
actuallyadditions:item_crystal_empowered:2, 充能钻石水晶
actuallyadditions:item_crystal_empowered:3, 充能煤晶
actuallyadditions:item_crystal_empowered:4, 充能绿宝石水晶
actuallyadditions:item_crystal_empowered:5, 充能铁晶
actuallyadditions:item_laser_wrench, 中继器扳手
actuallyadditions:item_chest_to_crate_upgrade, 板条箱升级徽章
actuallyadditions:item_small_to_medium_crate_upgrade, 扩容升级徽章（小转中）
actuallyadditions:item_medium_to_large_crate_upgrade, 扩容升级徽章（中转大）
actuallyadditions:item_booklet, 实用拓展手册
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_helm_emerald, 绿宝石头盔
actuallyadditions:item_chest_emerald, 绿宝石胸甲
actuallyadditions:item_pants_emerald, 绿宝石护腿
actuallyadditions:item_boots_emerald, 绿宝石靴子
actuallyadditions:item_helm_obsidian, 黑曜石头盔
actuallyadditions:item_chest_obsidian, 黑曜石胸甲
actuallyadditions:item_pants_obsidian, 黑曜石护腿
actuallyadditions:item_boots_obsidian, 黑曜石靴子
actuallyadditions:item_helm_quartz, 焦黑石英头盔
actuallyadditions:item_chest_quartz, 焦黑石英胸甲
actuallyadditions:item_pants_quartz, 焦黑石英护腿
actuallyadditions:item_boots_quartz, 焦黑石英靴子
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_wings_of_the_bats, 蝙蝠之翼
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_drill_upgrade_speed, 钻头急迫升级I
actuallyadditions:item_drill_upgrade_speed_ii, 钻头急迫升级II
actuallyadditions:item_drill_upgrade_speed_iii, 钻头急迫升级III
